"scenario","time","true_state","observed_state","prediction_before_update","twin_state","residual","anomaly_flag","intervention_flag"
"high_noise_twin",81,8.53233169170309,6.20056718140125,4.77236306587391,5.20082430053211,1.42820411552733,0,0
"high_noise_twin",82,8.64854137972253,5.93736576916566,5.01920509837496,5.29465329961217,0.918160670790699,0,0
"high_noise_twin",83,8.38113025640552,5.99610306329798,5.11871376707932,5.38193055594491,0.877389296218665,0,0
"high_noise_twin",84,8.53494729444247,15.2800794129171,4.21138201795549,7.23199123644397,10.0686973949616,1,1
"high_noise_twin",85,7.92737112520884,3.97538285674547,6.97801055669992,6.07722224671359,-3.00262769995446,0,0
"high_noise_twin",86,7.08935717105801,7.24217950094094,5.88930398777468,6.29516664172456,1.35287551316626,0,0
"high_noise_twin",87,7.41897038408392,9.16923700749064,6.10387044149006,7.02348041129023,3.06536656600059,0,0
"high_noise_twin",88,6.4998289865102,0.615094183631165,6.80243092116854,4.94622989990733,-6.18733673753737,1,0
"high_noise_twin",89,7.56004357612514,10.9088171939316,3.83480221419363,5.65700670811501,6.07401497973794,1,1
"high_noise_twin",90,6.92169384505286,4.00214544375345,5.51485636922547,5.06104309158386,-1.51271092547202,0,0
"high_noise_twin",91,6.76674484527139,4.68521871370703,4.95253060275714,4.87233703604211,-0.267311889050109,0,0
"high_noise_twin",92,6.52040481590737,2.24017888680679,4.77609635228796,4.01532111264361,-2.53591746548117,0,0
"high_noise_twin",93,6.46359148467128,8.9192934713315,2.9637448738781,4.45040945311412,4.95554859745339,1,1
"high_noise_twin",94,6.0694344115637,5.82707773227206,4.37785700517055,4.812623223301,1.44922072710151,0,0
"high_noise_twin",95,5.55031383191968,3.49477090305158,4.72169745262585,4.35361948775357,-1.22692654957427,0,0
"high_noise_twin",96,5.5469556614029,5.07184968378902,4.2843422503594,4.52059448038828,0.787507433429623,0,0
"high_noise_twin",97,5.76316155370457,4.040953483722,4.44063685462238,4.32073184335227,-0.399683370900381,0,0
"high_noise_twin",98,6.23923654898699,11.7076989934974,3.24742190802211,5.4855050336647,7.4602770854753,1,1
"high_noise_twin",99,5.63257266923564,6.58091445398889,5.34962041351736,5.71900862565882,1.23129404047153,0,0
"high_noise_twin",100,5.28662787548112,5.58493472805557,5.56615231059008,5.57178703582973,0.0187824174654834,0,0
"high_noise_twin",101,5.11833939615317,1.21170990503761,5.42007155498642,4.15756306000178,-4.20836164994882,0,0
"high_noise_twin",102,5.20013852157071,-0.160792474538472,4.06945797389521,2.80038283936511,-4.23025044843368,0,0
"high_noise_twin",103,6.68892203772998,2.52312701445099,2.77220468405642,2.69748138317479,-0.24907766960543,0,0
"high_noise_twin",104,5.91307743862327,8.33798588979516,1.66573999628301,3.36741376433666,5.67224589351215,1,1
"high_noise_twin",105,10.4804288406831,8.75743834616638,2.29275166918295,3.93215767227798,5.46468667698343,1,1
"high_noise_twin",106,10.6020343903999,14.6523440183029,2.81918391491154,6.06913194592894,10.8331601033913,1,1
"high_noise_twin",107,11.0515386374048,15.745899497078,4.8386545515499,7.81082803520832,9.90724494552806,1,1
"high_noise_twin",108,10.0928744073895,3.66882026383126,7.48210440623417,6.3381191635133,-3.81328414240291,0,0
"high_noise_twin",109,8.970235470317,3.65537943551365,6.07144050627822,5.34662218504885,-2.41606107076457,0,0
"high_noise_twin",110,8.7642762844382,-0.67485680886738,5.11757930599588,3.37984847153691,-5.79243611486327,1,0
"high_noise_twin",111,7.42121689268945,8.53532330789283,2.23693947076713,3.82645462190484,5.29838383712571,1,1
"high_noise_twin",112,7.66221838636238,8.46253482033653,2.64882947614281,4.09294107940092,4.81370534419373,1,1
"high_noise_twin",113,8.1098712458954,8.39993818695411,3.88951070620465,5.24263895042949,4.51042748074946,0,0
"high_noise_twin",114,8.00504571925819,6.00256120551221,4.96923433483874,5.27923239604078,1.03332687067346,0,0
"high_noise_twin",115,7.14884700901372,2.95847856123961,4.99158699645174,4.3816544658881,-2.03310843521213,0,0
"high_noise_twin",116,7.05119412501439,9.41243691425783,3.12664122662415,4.71237993291425,5.28579568763369,1,1
"high_noise_twin",117,6.26427580232997,7.03719816904315,4.4288330572252,5.21134259077058,2.60836511181795,0,0
"high_noise_twin",118,5.10882832722615,10.2046892877588,3.89118285904146,5.48523478765665,5.31350642871731,1,1
"high_noise_twin",119,5.24664831906342,-0.874409858680991,5.14012932101731,3.33576756710782,-6.0145391796983,1,0
"high_noise_twin",120,4.97311866831438,0.946682236379482,3.08737602211902,2.44516788639716,-2.14069378573954,0,0
"shock_heavy_twin",1,50,51.1770528615087,51.1770528615087,51.1770528615087,0,0,0
"shock_heavy_twin",2,47.5391736235812,44.2100664582874,48.6430846383373,47.0915282753198,-4.43301818004995,1,0
"shock_heavy_twin",3,45.0997530523632,42.941880320196,44.774062455442,44.1327987081059,-1.83218213524606,0,0
"shock_heavy_twin",4,41.8965385001629,43.5462263123882,41.97523797722,42.5250838945289,1.57098833516817,0,0
"shock_heavy_twin",5,39.7402025124938,36.8563889514731,40.4595368843366,39.1984351078344,-3.60314793286351,1,0
"shock_heavy_twin",6,37.1987000014632,37.8501937685335,37.3104271832333,37.4993454880884,0.539766585300264,0,0
"shock_heavy_twin",7,35.1785472833799,33.8647850912065,35.706999578067,35.0622245076658,-1.84221448686048,0,0
"shock_heavy_twin",8,32.9839219326367,32.3319919571236,33.401868752743,33.0274118742762,-1.06987679561943,0,0
"shock_heavy_twin",9,31.5375442757164,34.4883949820649,31.4782870945659,32.5318248551905,3.01010788749897,0,0
"shock_heavy_twin",10,29.0220030481875,34.4799800103137,31.0162601404104,32.2285620948766,3.46371986990329,0,0
"shock_heavy_twin",11,28.5887462685431,28.6893291942835,30.7361706606201,30.0197761474023,-2.04684146633661,0,0
"shock_heavy_twin",12,27.5963482691797,25.923411733485,28.6450079877533,27.6924492987594,-2.7215962542683,0,0
"shock_heavy_twin",13,25.8560475071199,25.7947325426643,26.4403554336357,26.2143874217957,-0.645622890971385,0,0
"shock_heavy_twin",14,23.0075089480596,22.0647626859059,25.041584797594,23.9996970585032,-2.97682211168808,0,0
"shock_heavy_twin",15,22.8905022965687,25.6186187370899,22.9420598984813,23.8788554919943,2.67655883860854,0,0
"shock_heavy_twin",16,22.0292905958578,21.9058921426421,22.8307034025991,22.5070194616141,-0.924811259957053,0,0
"shock_heavy_twin",17,22.3140990456851,24.8808207693239,21.5298903164896,22.7027159749816,3.35093045283426,0,0
"shock_heavy_twin",18,20.2726060675847,20.4989676207416,21.7172044242231,21.2908215430046,-1.2182368034815,0,0
"shock_heavy_twin",19,19.9140440469193,20.1109853673876,20.3762686777688,20.2834195191354,-0.265283310381253,0,0
"shock_heavy_twin",20,19.1497531528675,18.8634410284584,19.4185597368414,19.2242681889073,-0.555118708383016,0,0
"shock_heavy_twin",21,18.19003540583,17.875174462109,18.410652671493,18.2232352982086,-0.535478209384085,0,0
"shock_heavy_twin",22,17.171085660583,16.9437323457714,17.4569337313618,17.2773132464052,-0.513201385590357,0,0
"shock_heavy_twin",23,17.1889988976332,21.6426188737425,15.5545646966093,17.3353836586059,5.08805417713319,1,1
"shock_heavy_twin",24,16.0555187382043,15.6741758938741,16.6050090896995,16.2792174711606,-0.930833195825343,0,0
"shock_heavy_twin",25,20.5266269186547,24.016301488326,14.5959820763188,17.5430938705213,8.42031941200722,1,1
